id_municipio,nome,qtde_nascimentos_ate_2010
1100023,Valeria,63
1100023,Valmir,88
1100023,Valter,75
1100023,Vanderlei,101
1100023,Vanessa,221
1100023,Vania,56
1100023,Vera,116
1100023,Veronica,50
1100023,Vicente,48
1100023,Victor,95
1100023,Vilma,96
1100023,Vilmar,51
1100023,Vinicios,94
1100023,Vinicius,89
1100023,Vitor,232
1100023,Vitoria,164
1100023,Viviane,95
1100023,Wanderson,48
1100023,Weliton,88
1100023,Weslei,110
1100023,Wesley,62
1100023,Wilian,61
1100023,Willian,66
1100023,Wilson,98
1100023,Zilda,52
1100031,Ana,62
1100031,Antonio,89
1100031,Joao,113
1100031,Jose,199
1100031,Maria,308
1100049,Adao,69
1100049,Ademar,53
1100049,Ademir,117
1100049,Adilson,83
1100049,Adriana,237
1100049,Adriano,168
1100049,Ailton,73
1100049,Alan,73
1100049,Alessandra,87
1100049,Alessandro,66
1100049,Alex,136
1100049,Alexandre,132
1100049,Alice,76
1100049,Aline,205
1100049,Amanda,183
1100049,Ana,942
1100049,Anderson,217
1100049,Andre,186
1100049,Andreia,148
1100049,Andressa,130
1100049,Angela,109
1100049,Angelica,88
1100049,Antonia,105
1100049,Antonio,730
1100049,Aparecida,182
1100049,Aparecido,90
1100049,Arlindo,52
1100049,Barbara,58
1100049,Beatriz,146
1100049,Bianca,60
1100049,Bruna,199
1100049,Bruno,279
1100049,Caio,71
1100049,Camila,201
1100049,Carla,90
1100049,Carlos,404
1100049,Carolina,48
1100049,Caroline,67
1100049,Celia,75
1100049,Celso,56
1100049,Charles,55
1100049,Cicero,85
1100049,Claudemir,58
1100049,Claudia,90
1100049,Claudinei,79
1100049,Claudineia,50
1100049,Claudio,85
1100049,Cleide,46
1100049,Cleiton,93
1100049,Cleonice,60
1100049,Cleuza,48
1100049,Cristiane,121
1100049,Cristiano,63
1100049,Cristina,66
1100049,Daiane,177
1100049,Daniel,246
1100049,Daniela,84
1100049,Daniele,94
1100049,Danilo,61
1100049,Darci,49
1100049,Davi,101
1100049,Debora,141
1100049,Denise,74
1100049,Diego,191
1100049,Diogo,70
1100049,Douglas,125
1100049,Eder,49
1100049,Edimar,48
1100049,Edineia,46
1100049,Edivaldo,61
1100049,Edna,87
1100049,Edson,194
1100049,Eduardo,233
1100049,Elaine,135
1100049,Eliana,69
1100049,Eliane,210
1100049,Elias,154
1100049,Elisangela,61
1100049,Elizabete,69
1100049,Elizangela,60
1100049,Elizeu,54
1100049,Elza,80
1100049,Emerson,88
1100049,Erica,124
1100049,Ester,46
1100049,Eunice,47
1100049,Eva,79
1100049,Ezequiel,54
1100049,Fabiana,126
1100049,Fabiano,55
1100049,Fabio,217
1100049,Fabricio,62
1100049,Fatima,73
1100049,Felipe,166
1100049,Fernanda,176
1100049,Fernando,209
1100049,Flavia,67
1100049,Flavio,101
1100049,Franciele,52
1100049,Francisca,131
1100049,Francisco,326
1100049,Gabriel,373
1100049,Gabriela,95
1100049,Gabriele,55
1100049,Geovana,63
1100049,Geovani,46
1100049,Geraldo,115
1100049,Gilberto,64
1100049,Gilmar,93
1100049,Gilson,72
1100049,Gisele,50
1100049,Guilherme,203
1100049,Gustavo,200
1100049,Helena,59
1100049,Helio,57
1100049,Henrique,73
1100049,Igor,133
1100049,Ilda,57
1100049,Iracema,64
1100049,Iraci,58
1100049,Irene,82
1100049,Isabel,64
1100049,Isabela,63
1100049,Isaias,61
1100049,Ivan,49
1100049,Ivanete,53
1100049,Ivone,91
1100049,Ivonete,52
1100049,Jair,95
1100049,Janaina,56
1100049,Janete,51
1100049,Jaqueline,130
1100049,Jean,76
1100049,Jeferson,121
1100049,Jessica,230
1100049,Joana,70
1100049,Joao,1111
1100049,Joaquim,91
1100049,Joel,99
1100049,Jonas,84
1100049,Jorge,112
1100049,Jose,1841
1100049,Josefa,72
1100049,Josiane,96
1100049,Josias,49
1100049,Josimar,57
1100049,Josue,49
1100049,Julia,119
1100049,Juliana,176
1100049,Juliano,54
1100049,Julio,116
1100049,Junior,80
1100049,Keila,57
1100049,Larissa,126
1100049,Laura,69
1100049,Leandro,248
1100049,Leidiane,73
1100049,Leila,58
1100049,Leonardo,153
1100049,Leticia,207
1100049,Lidia,46
1100049,Lindomar,46
1100049,Lorena,61
1100049,Luan,76
1100049,Luana,160
1100049,Lucas,522
1100049,Lucia,112
1100049,Luciana,146
1100049,Luciano,101
1100049,Luciene,72
1100049,Lucilene,68
1100049,Lucimar,81
1100049,Lucineia,65
1100049,Luis,180
1100049,Luiz,395
1100049,Luiza,72
1100049,Luzia,190
1100049,Luzinete,55
1100049,Maicon,73
1100049,Manoel,152
1100049,Manuel,76
1100049,Marcela,49
1100049,Marcelo,252
1100049,Marcia,222
1100049,Marcio,195
1100049,Marco,46
1100049,Marcos,479
1100049,Maria,3416
1100049,Mariana,98
1100049,Marilene,62
1100049,Marina,74
1100049,Marinalva,55
1100049,Mario,95
1100049,Marlene,178
1100049,Marli,134
1100049,Marta,116
1100049,Mateus,293
1100049,Matheus,135
1100049,Mauro,48
1100049,Michele,71
1100049,Miguel,68
1100049,Milton,52
1100049,Mirian,88
1100049,Moises,58
1100049,Monica,79
1100049,Naiara,68
1100049,Nair,60
1100049,Natalia,145
1100049,Neide,62
1100049,Nelson,77
1100049,Neusa,56
1100049,Neuza,80
1100049,Nilson,68
1100049,Nilton,52
1100049,Nivaldo,48
1100049,Odair,73
1100049,Orlando,47
1100049,Osmar,63
1100049,Osvaldo,66
1100049,Pablo,119
1100049,Pamela,95
1100049,Patricia,212
1100049,Paula,56
1100049,Paulo,527
1100049,Pedro,425
1100049,Poliana,93
1100049,Priscila,73
1100049,Rafael,256
1100049,Rafaela,58
1100049,Raiane,61
1100049,Raimunda,49
1100049,Raimundo,80
1100049,Raquel,97
1100049,Regiane,83
1100049,Regina,76
1100049,Reginaldo,121
1100049,Reinaldo,54
1100049,Renan,79
1100049,Renata,93
1100049,Renato,122
1100049,Ricardo,118
1100049,Rita,85
1100049,Roberto,164
1100049,Robson,111
1100049,Rodrigo,213
1100049,Rogerio,129
1100049,Ronaldo,105
1100049,Rosa,114
1100049,Rosana,63
1100049,Rosangela,164
1100049,Roseli,124
1100049,Rosiane,49
1100049,Rosilene,74
1100049,Rosimeire,57
1100049,Ruan,46
1100049,Rubens,49
1100049,Sabrina,87
1100049,Samuel,105
1100049,Sandra,197
1100049,Sara,112
1100049,Sebastiana,53
1100049,Sebastiao,215
1100049,Sergio,132
1100049,Sidnei,63
1100049,Silvana,143
1100049,Silvio,55
1100049,Simone,189
1100049,Sirlei,74
1100049,Sirlene,51
1100049,Solange,126
1100049,Sonia,127
1100049,Sueli,162
1100049,Taina,47
1100049,Tainara,60
1100049,Tais,73
1100049,Talita,57
1100049,Tania,59
1100049,Tatiane,81
1100049,Tereza,70
1100049,Terezinha,117
1100049,Thais,56
1100049,Thiago,136
1100049,Tiago,252
1100049,Vagner,111
1100049,Valdeci,60
1100049,Valdecir,82
1100049,Valdeir,61
1100049,Valdemar,46
1100049,Valdinei,64
1100049,Valdir,128
1100049,Valdirene,61
1100049,Valeria,57
1100049,Valmir,71
1100049,Valter,67
1100049,Vanderlei,113
1100049,Vanessa,176
1100049,Vania,49
1100049,Vera,133
1100049,Veronica,58
1100049,Victor,94
1100049,Vilma,70
1100049,Vinicios,68
1100049,Vinicius,110
1100049,Vitor,188
1100049,Vitoria,117
1100049,Viviane,85
1100049,Weliton,59
1100049,Weslei,76
1100049,Wesley,81
1100049,Willian,72
1100049,Wilson,84
1100056,Aline,47
1100056,Ana,221
1100056,Anderson,54
1100056,Antonio,178
1100056,Bruno,48
1100056,Carlos,123
1100056,Daniel,50
1100056,Diego,51
1100056,Edson,47
1100056,Eduardo,62
1100056,Eliane,56
1100056,Elias,47
1100056,Fabio,56
1100056,Francisco,65
1100056,Gabriel,67
1100056,Joao,256
1100056,Jose,449
1100056,Leandro,52
1100056,Lucas,117
1100056,Luiz,100
1100056,Marcelo,47
1100056,Marcos,107
1100056,Maria,761
1100056,Marli,49
1100056,Mateus,77
1100056,Paulo,109
1100056,Pedro,85
1100056,Rafael,58
1100056,Rodrigo,56
1100056,Sebastiao,49
1100056,Tiago,54
1100064,Adriana,50
1100064,Aline,46
1100064,Ana,207
1100064,Antonio,202
1100064,Aparecida,53
1100064,Bruno,59
1100064,Carlos,77
1100064,Daiane,58
1100064,Daniel,47
1100064,Eduardo,70
1100064,Elias,49
1100064,Fabio,47
1100064,Francisco,69
1100064,Gabriel,74
1100064,Geraldo,53
1100064,Joao,336
1100064,Joaquim,57
1100064,Jose,552
1100064,Juliana,58
1100064,Leandro,74
1100064,Lucas,115
1100064,Luis,62
1100064,Luiz,66
1100064,Luzia,53
1100064,Marcelo,47
1100064,Marcos,78
1100064,Maria,968
1100064,Marlene,48
1100064,Mateus,76
1100064,Patricia,48
1100064,Paulo,116
1100064,Pedro,89
1100064,Rafael,49
1100064,Rodrigo,52
1100064,Sebastiao,89
1100064,Sonia,48
1100064,Tiago,49
1100064,Vitor,52
1100072,Ana,76
1100072,Antonio,105
1100072,Carlos,57
1100072,Joao,174
1100072,Jose,259
1100072,Marcos,51
1100072,Maria,403
1100072,Paulo,61
1100072,Pedro,51
1100080,Ana,172
1100080,Antonio,131
1100080,Bruno,48
1100080,Carlos,80
1100080,Daniel,59
1100080,Francisco,103
1100080,Joao,222
1100080,Jose,308
1100080,Lucas,85
1100080,Luiz,96
1100080,Marcos,87
1100080,Maria,479
1100080,Paulo,102
1100080,Pedro,69
1100080,Tiago,48
1100098,Adriana,71
1100098,Adriano,66
1100098,Aline,67
1100098,Amanda,64
1100098,Ana,351
1100098,Anderson,70
1100098,Andre,47
1100098,Andreia,52
1100098,Antonio,246
1100098,Aparecida,59
1100098,Bruna,66
1100098,Bruno,76
1100098,Camila,66
1100098,Carlos,159
1100098,Daiane,67
1100098,Daniel,85
1100098,Diego,59
1100098,Eduardo,89
1100098,Elaine,47
1100098,Eliane,54
1100098,Elias,58
1100098,Fabio,75
1100098,Fernanda,51
1100098,Fernando,69
1100098,Francisca,51
1100098,Francisco,125
1100098,Gabriel,111
1100098,Geraldo,57
1100098,Gilmar,53
1100098,Guilherme,80
1100098,Gustavo,87
1100098,Igor,47
1100098,Jaqueline,66
1100098,Jessica,65
1100098,Joao,374
1100098,Jose,646
1100098,Juliana,78
1100098,Julio,52
1100098,Leandro,87
1100098,Leonardo,68
1100098,Leticia,65
1100098,Luana,70
1100098,Lucas,160
1100098,Luciana,52
1100098,Luciano,46
1100098,Luis,57
1100098,Luiz,139
1100098,Luzia,68
1100098,Manoel,56
1100098,Marcelo,81
1100098,Marcia,84
1100098,Marcio,54
1100098,Marcos,164
1100098,Maria,1099
1100098,Marlene,56
1100098,Mateus,105
1100098,Patricia,82
1100098,Paulo,186
1100098,Pedro,120
1100098,Rafael,56
1100098,Reginaldo,55
1100098,Renato,48
1100098,Roberto,50
1100098,Robson,46
1100098,Rodrigo,104
1100098,Rogerio,57
1100098,Sandra,51
1100098,Sebastiao,89
1100098,Sergio,53
1100098,Simone,60
1100098,Solange,47
1100098,Sonia,55
1100098,Terezinha,53
1100098,Tiago,86
1100098,Valdir,56
1100098,Vanderlei,46
1100098,Vanessa,76
1100098,Vera,49
1100098,Vitor,64
1100106,Adao,66
1100106,Adriana,95
1100106,Adriano,79
1100106,Alan,70
1100106,Alessandra,57
1100106,Alex,78
1100106,Alexandre,77
1100106,Alice,59
1100106,Aline,98
1100106,Amanda,50
1100106,Ana,655
1100106,Anderson,124
1100106,Andre,120
1100106,Andressa,61
1100106,Angela,46
1100106,Antonia,67
1100106,Antonio,360
1100106,Beatriz,73
1100106,Bruna,66
1100106,Bruno,83
1100106,Caio,50
1100106,Camila,67
1100106,Carla,62
1100106,Carlos,268
1100106,Carmem,60
1100106,Caroline,48
1100106,Claudia,55
1100106,Claudio,57
1100106,Cristiane,89
1100106,Daiane,65
1100106,Daniel,163
1100106,Daniele,77
1100106,Davi,69
1100106,Debora,68
1100106,Diego,75
1100106,Edson,83
1100106,Eduardo,89
1100106,Eliana,51
1100106,Elias,61
1100106,Erica,48
1100106,Eva,74
1100106,Fabio,109
1100106,Fabricio,51
1100106,Felipe,87
1100106,Fernanda,85
1100106,Fernando,87
1100106,Francisca,326
1100106,Francisco,681
1100106,Gabriel,156
1100106,Gabriela,56
1100106,Guilherme,75
1100106,Gustavo,51
1100106,Isabel,49
1100106,Ivan,46
1100106,Jaqueline,63
1100106,Jean,46
1100106,Jeferson,55
1100106,Jessica,114
1100106,Joana,90
1100106,Joao,566
1100106,Jorge,120
1100106,Jose,814
1100106,Julia,64
1100106,Juliana,58
1100106,Julio,69
1100106,Larissa,53
1100106,Leandro,91
1100106,Leonardo,93
1100106,Leticia,74
1100106,Luan,47
1100106,Luana,77
1100106,Lucas,207
1100106,Luciana,60
1100106,Luciano,46
1100106,Luis,188
1100106,Luiz,133
1100106,Luzia,50
1100106,Maicon,50
1100106,Manoel,142
1100106,Manuel,67
1100106,Marcelo,121
1100106,Marcia,73
1100106,Marcio,73
1100106,Marcos,248
1100106,Maria,1980
1100106,Marilene,49
1100106,Marina,47
1100106,Mario,69
1100106,Marlene,47
1100106,Mateus,143
1100106,Matheus,46
1100106,Miguel,58
1100106,Natalia,52
1100106,Patricia,60
1100106,Paulo,277
1100106,Pedro,272
1100106,Rafael,129
1100106,Raimunda,118
1100106,Raimundo,228
1100106,Raquel,50
1100106,Reginaldo,49
1100106,Ricardo,67
1100106,Rita,51
1100106,Roberto,102
1100106,Rodrigo,99
1100106,Ronaldo,50
1100106,Rosa,108
1100106,Rosangela,59
1100106,Samuel,65
1100106,Sandra,89
1100106,Sara,75
1100106,Sebastiao,86
1100106,Sergio,54
1100106,Sonia,46
1100106,Tais,52
1100106,Tereza,59
1100106,Thiago,62
1100106,Tiago,109
1100106,Vanessa,82
1100106,Vitor,70
1100106,Vitoria,70
1100114,Adao,47
1100114,Ademir,47
1100114,Adilson,69
1100114,Adriana,147
1100114,Adriano,76
1100114,Ailton,58
1100114,Alessandra,87
1100114,Alessandro,52
1100114,Alex,81
1100114,Alexandre,76
1100114,Alice,50
1100114,Aline,128
1100114,Amanda,132
1100114,Ana,630
1100114,Anderson,126
1100114,Andre,118
1100114,Andreia,94
1100114,Andressa,87
1100114,Angela,65
1100114,Angelica,69
1100114,Antonia,61
1100114,Antonio,462
1100114,Aparecida,95
1100114,Aparecido,52
1100114,Beatriz,77
1100114,Bruna,112
1100114,Bruno,165
1100114,Camila,147
1100114,Carla,51
1100114,Carlos,324
1100114,Caroline,49
1100114,Celia,48
1100114,Claudia,52
1100114,Claudinei,48
1100114,Claudio,75
1100114,Cleide,47
1100114,Cleiton,64
1100114,Cristiane,77
1100114,Daiane,122
1100114,Daniel,165
1100114,Daniela,54
1100114,Daniele,51
1100114,Danilo,53
1100114,Davi,73
1100114,David,68
1100114,Debora,53
1100114,Diego,112
1100114,Douglas,93
1100114,Edilson,49
1100114,Edivaldo,50
1100114,Edna,81
1100114,Edson,135
1100114,Eduardo,141
1100114,Elaine,91
1100114,Eliana,52
1100114,Eliane,117
1100114,Elias,131
1100114,Elisangela,68
1100114,Elza,66
1100114,Emerson,58
1100114,Erica,81
1100114,Eva,46
1100114,Fabiana,81
1100114,Fabio,143
1100114,Fabricio,52
1100114,Felipe,120
1100114,Fernanda,109
1100114,Fernando,118
1100114,Flavio,66
1100114,Franciele,51
1100114,Francisca,88
1100114,Francisco,219
1100114,Gabriel,212
1100114,Gabriela,60
1100114,Geovana,52
1100114,Geraldo,103
1100114,Gilberto,64
1100114,Gilmar,90
1100114,Gilson,53
1100114,Gislaine,46
1100114,Guilherme,112
1100114,Gustavo,121
1100114,Igor,61
1100114,Irene,51
1100114,Isabel,55
1100114,Italo,46
1100114,Jair,58
1100114,Jaqueline,84
1100114,Jean,65
1100114,Jeferson,82
1100114,Jessica,116
1100114,Joao,780
1100114,Joaquim,95
1100114,Joel,57
1100114,Jonas,61
1100114,Jorge,75
1100114,Jose,1266
1100114,Josiane,57
1100114,Josimar,47
1100114,Julia,64
1100114,Juliana,104
1100114,Julio,53
1100114,Junior,55
1100114,Keila,59
1100114,Larissa,78
1100114,Leandro,139
1100114,Leonardo,92
1100114,Leticia,111
1100114,Luana,93
1100114,Lucas,349
1100114,Lucia,61
1100114,Luciana,113
1100114,Luciano,56
1100114,Luciene,47
1100114,Lucimar,65
1100114,Luis,88
1100114,Luiz,236
1100114,Luzia,104
1100114,Maicon,47
1100114,Manoel,159
1100114,Marcelo,132
1100114,Marcia,129
1100114,Marcio,82
1100114,Marcos,305
1100114,Maria,2333
1100114,Mariana,50
1100114,Marilene,61
1100114,Mario,59
1100114,Marlene,130
1100114,Marli,113
1100114,Marta,102
1100114,Mateus,207
1100114,Miguel,47
1100114,Mirian,50
1100114,Naiara,48
1100114,Nair,47
1100114,Natalia,77
1100114,Nelson,47
1100114,Nilton,47
1100114,Osvaldo,46
1100114,Pablo,75
1100114,Pamela,52
1100114,Patricia,123
1100114,Paulo,324
1100114,Pedro,278
1100114,Poliana,56
1100114,Rafael,191
1100114,Rafaela,65
1100114,Raiane,49
1100114,Raimundo,66
1100114,Raquel,83
1100114,Reginaldo,97
1100114,Renata,52
1100114,Renato,73
1100114,Ricardo,71
1100114,Rita,52
1100114,Roberto,89
1100114,Robson,73
1100114,Rodrigo,104
1100114,Rogerio,81
1100114,Ronaldo,82
1100114,Rosa,71
1100114,Rosana,58
1100114,Rosangela,95
1100114,Roseli,72
1100114,Rosilene,75
1100114,Sabrina,66
1100114,Samuel,73
1100114,Sandra,124
1100114,Sebastiana,54
1100114,Sebastiao,175
1100114,Selma,49
1100114,Sergio,77
1100114,Silvana,68
1100114,Simone,91
1100114,Solange,58
1100114,Sonia,87
1100114,Sueli,82
1100114,Tainara,48
1100114,Tais,61
1100114,Tatiane,62
1100114,Tereza,48
1100114,Terezinha,68
1100114,Thais,47
1100114,Thiago,60
1100114,Tiago,155
1100114,Vagner,55
1100114,Valdecir,48
1100114,Valdir,77
1100114,Valdirene,52
1100114,Valeria,48
1100114,Valmir,59
1100114,Vanderlei,52
1100114,Vanessa,121
1100114,Vera,55
1100114,Victor,47
1100114,Vilma,54
1100114,Vinicius,68
1100114,Vitor,131
1100114,Vitoria,76
1100114,Wanderson,82
1100114,Weliton,63
1100114,Wesley,62
1100114,Zilda,48
1100122,Adao,114
1100122,Ademar,58
1100122,Ademir,117
1100122,Adilson,132
1100122,Adriana,382
1100122,Adriano,209
1100122,Agnaldo,73
1100122,Ailton,101
1100122,Alan,136
1100122,Alessandra,144
1100122,Alessandro,100
1100122,Alex,182
1100122,Alexandre,207
1100122,Alexandro,47
1100122,Alice,114
1100122,Aline,324
1100122,Alisson,59
1100122,Amanda,343
1100122,Ana,1612
1100122,Anderson,297
1100122,Andre,274
1100122,Andreia,261
1100122,Andressa,204
1100122,Angela,179
1100122,Angelica,111
1100122,Antonia,176
1100122,Antonio,1136
1100122,Aparecida,261
1100122,Aparecido,127
1100122,Arlindo,54
1100122,Arthur,47
1100122,Artur,52
1100122,Barbara,78
1100122,Beatriz,162
